aws_acm_certificate
aws_db_snapshot
aws_db_subnet_group
aws_default_network_acl
aws_directory_service_directory
aws_docdb_cluster
aws_docdb_cluster_instance
aws_docdb_cluster_parameter_group
aws_docdb_global_cluster
aws_dynamodb_table
aws_ebs_snapshot
aws_ebs_volume
aws_ec2_traffic_mirror_filter
aws_ec2_traffic_mirror_session
aws_ec2_traffic_mirror_target
aws_ec2_transit_gateway
aws_ec2_transit_gateway_peering_attachment
aws_ec2_transit_gateway_peering_attachment_accepter
aws_ec2_transit_gateway_route
aws_ec2_transit_gateway_route_table
aws_ec2_transit_gateway_route_table_association
aws_ec2_transit_gateway_route_table_propagation
aws_ec2_transit_gateway_vpc_attachment
aws_ec2_transit_gateway_vpc_attachment_accepter
aws_ecr_lifecycle_policy
aws_ecr_replication_configuration
aws_ecr_repository
aws_ecr_repository_policy
aws_ecrpublic_repository
aws_ecs_capacity_provider
aws_ecs_cluster
aws_ecs_service
aws_ecs_task_definition
aws_efs_access_point
aws_efs_file_system
aws_efs_mount_target
aws_eip
aws_eks_addon
aws_eks_cluster
aws_eks_fargate_profile
aws_eks_identity_provider_config
aws_eks_node_group
aws_elastic_beanstalk_application
aws_elastic_beanstalk_environment
aws_elasticache_cluster
aws_elasticache_global_replication_group
aws_elasticache_parameter_group
aws_elasticache_replication_group
aws_elasticache_subnet_group
aws_elasticache_user
aws_elasticache_user_group
aws_elasticsearch_domain
aws_elb
aws_emr_cluster
aws_flow_log
aws_globalaccelerator_accelerator
aws_globalaccelerator_listener
aws_glue_catalog_database
aws_glue_catalog_table
aws_glue_crawler
aws_glue_job
aws_glue_resource_policy
aws_iam_group
aws_iam_instance_profile
aws_iam_openid_connect_provider
aws_iam_policy
aws_iam_role
aws_iam_user
aws_iam_virtual_mfa_device
aws_instance
aws_internet_gateway
aws_key_pair
aws_kinesis_firehose_delivery_stream
aws_kinesis_stream
aws_kinesis_stream_consumer
aws_kms_alias
aws_kms_key
aws_lambda_alias
aws_lambda_code_signing_config
aws_lambda_event_source_mapping
aws_lambda_function
aws_lambda_function_event_invoke_config
aws_lambda_layer_version
aws_launch_configuration
aws_launch_template
aws_lb
aws_lb_listener
aws_lb_listener_certificate
aws_lb_listener_rule
aws_lb_target_group
aws_lightsail_instance
aws_mq_broker
aws_mq_configuration
aws_msk_cluster
aws_msk_configuration
aws_mwaa_environment
aws_nat_gateway
aws_neptune_cluster
aws_neptune_cluster_instance
aws_neptune_cluster_parameter_group
aws_neptune_parameter_group
aws_network_acl
aws_network_interface
aws_networkfirewall_firewall
aws_prometheus_rule_group_namespace
aws_prometheus_workspace
aws_quicksight_data_source
aws_quicksight_group
aws_ram_resource_share
aws_rds_cluster
aws_rds_cluster_endpoint
aws_rds_cluster_parameter_group
aws_rds_global_cluster
aws_redshift_cluster
aws_redshift_parameter_group
aws_redshift_subnet_group
aws_route_table
aws_route_table_association
aws_route53_record
aws_route53_resolver_endpoint
aws_route53_zone
aws_s3_bucket
aws_s3_bucket_accelerate_configuration
aws_s3_bucket_acl
aws_s3_bucket_cors_configuration
aws_s3_bucket_lifecycle_configuration
aws_s3_bucket_logging
aws_s3_bucket_object_lock_configuration
aws_s3_bucket_ownership_controls
aws_s3_bucket_policy
aws_s3_bucket_public_access_block
aws_s3_bucket_replication_configuration
aws_s3_bucket_request_payment_configuration
aws_s3_bucket_server_side_encryption_configuration
aws_s3_bucket_versioning
aws_s3_bucket_website_configuration
aws_sagemaker_app
aws_sagemaker_code_repository
aws_sagemaker_domain
aws_sagemaker_endpoint
aws_sagemaker_endpoint_configuration
aws_sagemaker_feature_group
aws_sagemaker_model
aws_sagemaker_notebook_instance
aws_sagemaker_studio_lifecycle_config
aws_sagemaker_user_profile
aws_sagemaker_workforce
aws_sagemaker_workteam
aws_secretsmanager_secret
aws_security_group
aws_service_discovery_service
aws_ses_domain_dkim
aws_ses_domain_identity
aws_ses_domain_mail_from
aws_ses_email_identity
aws_sfn_state_machine
aws_sns_topic
aws_sns_topic_subscription
aws_sqs_queue
aws_ssm_parameter
aws_subnet
aws_transfer_access
aws_transfer_server
aws_transfer_user
aws_vpc
aws_vpc_dhcp_options
aws_vpc_endpoint
aws_vpc_endpoint_service
aws_vpc_ipv4_cidr_block_association
aws_vpc_ipv6_cidr_block_association
aws_vpc_peering_connection
aws_vpc_peering_connection_accepter
aws_vpn_connection
aws_vpn_gateway
aws_wafv2_web_acl
aws_wafv2_web_acl_logging_configuration
